SEX,CURICULUM,LOCAL_CAPITAL,PREV_DEGREE,GPA,RELIGION,FUND,CUM_GPA,COUNT_TERM,PARENTS_INCOME,PARENTS_MARRIED,DROPOUT
1,0,0,2,3.98,0,0,3.81,10,45000,1,1
1,0,1,0,3.17,0,0,2.38,9,55849,3,1
1,0,0,2,3.11,0,0,3.06,8,27500,1,1
1,0,0,0,3.26,0,0,2.94,9,30000,1,1
1,0,1,0,3.63,0,0,0.82,1,25000,1,0
0,0,1,0,3.25,0,0,2.87,8,40000,1,1
0,0,0,0,2.76,0,0,2.27,9,20110,1,1
1,0,0,2,3.26,0,0,2.69,2,33820,2,0
0,0,1,0,3.09,0,0,2.85,8,25000,1,1
1,0,0,0,3.51,0,0,3.42,8,10000,0,1
0,0,0,2,3.18,1,0,2.9,10,40000,1,1
1,0,1,0,3.7,0,0,3.33,8,31000,1,1
1,0,1,0,3.32,1,0,3.1,8,55749,3,1
0,0,1,0,3.2,0,0,3.24,4,42500,1,1
1,0,1,0,3.42,0,0,2.53,1,12500,1,0
1,0,1,2,2.94,0,0,3.26,3,42500,1,1
0,0,1,0,3.62,1,0,3.37,3,15500,1,1
1,0,1,0,3.2,0,0,3.38,3,19500,1,1
0,0,0,0,2.34,0,0,2.31,3,31000,1,1
0,1,0,0,2.22,0,0,2.97,3,8500,0,1
1,1,1,0,2.5,0,0,2.38,3,12500,1,1
1,1,1,0,2.51,0,0,2.59,3,57499,3,1
1,1,1,0,2.91,0,0,3.01,3,13000,1,1
0,1,0,2,2.19,0,0,2.81,3,34000,1,1
1,1,0,0,3.14,0,0,3.64,3,12500,1,1
0,1,1,2,3.39,0,0,3.85,3,37500,1,1
1,1,0,2,2.84,0,1,2.93,3,300,1,1
0,1,0,2,2.23,0,0,2.48,3,15000,1,1
0,1,1,2,2.41,0,0,1.09,1,50000,1,0
0,1,1,2,2.64,0,0,3.21,3,22500,1,1
1,1,1,0,3.08,0,0,3.12,3,8000,1,1
0,1,1,2,2.83,0,1,0.71,1,5000,1,0
0,1,1,0,1.9,0,0,0.12,1,45000,1,0
1,1,0,0,2.51,0,0,2.59,3,25000,0,1
0,1,0,2,2.47,0,0,0.93,2,15000,1,0
1,1,1,0,2.57,0,0,2.48,3,22500,1,1
1,1,0,2,2.32,0,0,2.31,3,7500,1,1
1,1,1,0,2.93,0,0,0,1,35000,1,0
0,1,0,0,2.31,0,0,0,1,54999,3,1
1,1,1,0,2.59,0,0,3.4,1,10000,1,1
